         3094082 function calls (3033718 primitive calls) in 4.473 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      146    0.001    0.000    0.098    0.001 inspect.py:1070(findsource)
      243    0.001    0.000    0.001    0.000 enum.py:1035(_find_new_)
       46    0.001    0.000    0.001    0.000 doccer.py:180(indentcount_lines)
       20    0.001    0.000    0.004    0.000 scaling_tracker.py:172(check_dpi_scaling)
     1797    0.001    0.000    0.001    0.000 enum.py:38(_is_descriptor)
  609/128    0.001    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
     5155    0.001    0.000    0.001    0.000 typing.py:1626(<genexpr>)
        1    0.001    0.001    0.001    0.001 pathlib.py:824(Path)
     1138    0.001    0.000    0.001    0.000 traceback.py:327(walk_stack)
     3665    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
      259    0.001    0.000    0.010    0.000 function.py:162(__init__)
       50    0.001    0.000    0.001    0.000 typing_extensions.py:2776(__init__)
     2148    0.001    0.000    0.001    0.000 {built-in method torch._C.get}
      367    0.000    0.000    0.001    0.000 extensions.py:52(__init__)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
      534    0.000    0.000    0.001    0.000 _inspect.py:65(getargs)
     1359    0.000    0.000    0.001    0.000 typing.py:2339(get_origin)
      600    0.000    0.000    0.000    0.000 registration.py:72(__init__)
        4    0.000    0.000    0.001    0.000 symbolic_convert.py:626(__init__)
  941/743    0.000    0.000    0.002    0.000 _pytree.py:829(_tree_flatten_helper)
     3239    0.000    0.000    0.000    0.000 {built-in method sys.intern}
     1332    0.000    0.000    0.001    0.000 mimetypes.py:86(add_type)
        1    0.000    0.000    0.001    0.001 {built-in method torch._C._autograd_init}
        1    0.000    0.000    0.000    0.000 assumptions_generated.py:1(<module>)
      560    0.000    0.000    0.001    0.000 inspect.py:1802(_check_class)
      287    0.000    0.000    0.003    0.000 overrides.py:142(decorator)
        1    0.000    0.000    0.004    0.004 symbolic_opset9.py:1(<module>)
      376    0.000    0.000    0.002    0.000 dataclasses.py:250(_recursive_repr)
      140    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.002    0.001 handlers.py:1(<module>)
      945    0.000    0.000    0.002    0.000 _builtins.py:183(_register_builtin)
     7000    0.000    0.000    0.000    0.000 inspect.py:2804(kind)
      640    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      243    0.000    0.000    0.003    0.000 enum.py:513(__prepare__)
      359    0.000    0.000    0.001    0.000 __init__.py:1544(_options)
      132    0.000    0.000    0.001    0.000 _mac_detect.py:50(C)
     1200    0.000    0.000    0.004    0.000 traceback.py:318(line)
     2875    0.000    0.000    0.000    0.000 facts.py:582(_tell)
      377    0.000    0.000    0.093    0.000 dataclasses.py:1247(dataclass)
      869    0.000    0.000    0.003    0.000 {built-in method builtins.next}
       86    0.000    0.000    0.020    0.000 __init__.py:860(callit)
      840    0.000    0.000    0.002    0.000 inspect.py:2026(_signature_get_user_defined_method)
      374    0.000    0.000    0.006    0.000 _validators.py:54(validate_ui)
      245    0.000    0.000    0.002    0.000 __init__.py:1377(getLogger)
     3051    0.000    0.000    0.001    0.000 valuerep.py:80(validate_type)
      251    0.000    0.000    0.003    0.000 textwrap.py:419(dedent)
      100    0.000    0.000    0.005    0.000 __init__.py:502(_make_inplace)
      352    0.000    0.000    0.003    0.000 typing.py:892(__init__)
      342    0.000    0.000    0.038    0.000 _compiler.py:573(_code)
      464    0.000    0.000    0.036    0.000 basic.py:182(__init_subclass__)
     3456    0.000    0.000    0.000    0.000 base.py:24(__set__)
      534    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
     1496    0.000    0.000    0.001    0.000 uid.py:128(is_transfer_syntax)
      679    0.000    0.000    0.002    0.000 linecache.py:52(checkcache)
     1496    0.000    0.000    0.000    0.000 uid.py:195(type)
     2992    0.000    0.000    0.000    0.000 uid.py:221(is_private)
      528    0.000    0.000    0.029    0.000 __init__.py:174(decomposition_decorator)
     1554    0.000    0.000    0.004    0.000 <frozen genericpath>:16(exists)
      374    0.000    0.000    0.034    0.000 presentation.py:887(build_context)
     1305    0.000    0.000    0.002    0.000 typing.py:317(_deduplicate)
      113    0.000    0.000    0.002    0.000 utils.py:251(has_kwarg_only_tensors)
      503    0.000    0.000    0.005    0.000 assumptions.py:469(__init__)
     3022    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
      841    0.000    0.000    0.001    0.000 functions.py:77(localname)
      123    0.000    0.000    0.007    0.000 _utils.py:95(kwonly_to_pos_or_kw)
      295    0.000    0.000    0.002    0.000 functools.py:516(decorating_function)
      566    0.000    0.000    0.000    0.000 inspect.py:1828(_shadowed_dict)
      252    0.000    0.000    0.002    0.000 overrides.py:83(verify_matching_signatures)
     3069    0.000    0.000    0.001    0.000 typing.py:962(__eq__)
     2673    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      600    0.000    0.000    0.002    0.000 inspect.py:3093(replace)
      244    0.000    0.000    0.010    0.000 traceback.py:221(extract_stack)
      560    0.000    0.000    0.001    0.000 inspect.py:1841(getattr_static)
       28    0.000    0.000    0.001    0.000 inspect.py:882(cleandoc)
    83/18    0.000    0.000    0.104    0.006 custom_ops.py:220(inner)
      140    0.000    0.000    0.000    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
      188    0.000    0.000    0.001    0.000 __init__.py:1428(_fixupParents)
      114    0.000    0.000    0.108    0.001 abstract_impl.py:19(register)
      329    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
      374    0.000    0.000    0.010    0.000 utils.py:207(set_uid)
       10    0.000    0.000    0.099    0.010 util.py:1(<module>)
     1388    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
     2444    0.000    0.000    0.001    0.000 _parser.py:83(groups)
      654    0.000    0.000    0.003    0.000 __init__.py:179(sub)
        1    0.000    0.000    0.000    0.000 _dicom_dict.py:1(<module>)
        2    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
     1625    0.000    0.000    0.004    0.000 typing.py:1481(<genexpr>)
        1    0.000    0.000    0.030    0.030 __init__.py:68(bootstrap)
      241    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_library}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._rpc_init}
     3037    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 gettext.py:340(_parse)
      894    0.000    0.000    0.003    0.000 linecache.py:26(getline)
      294    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       92    0.000    0.000    0.009    0.000 typing.py:2790(_make_nmtuple)
      377    0.000    0.000    0.136    0.000 dataclasses.py:1264(wrap)
     2251    0.000    0.000    0.001    0.000 enum.py:70(_is_internal_class)
     2444    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
     1310    0.000    0.000    0.001    0.000 typing_extensions.py:2976(_is_unpacked_typevartuple)
     1918    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
      292    0.000    0.000    0.001    0.000 _parser.py:274(getuntil)
      374    0.000    0.000    0.021    0.000 presentation.py:503(transfer_syntax)
      447    0.000    0.000    0.004    0.000 autograd.py:89(<genexpr>)
        2    0.000    0.000    0.001    0.001 extensions.py:1(<module>)
      426    0.000    0.000    0.000    0.000 libmpf.py:291(from_man_exp)
      490    0.000    0.000    0.001    0.000 enum.py:967(_get_mixins_)
     1039    0.000    0.000    0.000    0.000 _pytree.py:638(_is_namedtuple_instance)
      810    0.000    0.000    0.001    0.000 base.py:164(__set__)
  377/314    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
      241    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        1    0.000    0.000    0.000    0.000 fractionfield.py:1(<module>)
      319    0.000    0.000    0.001    0.000 function_base.py:505(add_newdoc)
     2304    0.000    0.000    0.000    0.000 util.py:28(<genexpr>)
      759    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
     1390    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
      634    0.000    0.000    0.000    0.000 {method 'getint' of '_tkinter.tkapp' objects}
     1040    0.000    0.000    0.004    0.000 linecache.py:36(getlines)
      342    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
     2676    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
      550    0.000    0.000    0.001    0.000 named_styles.py:74(__setattr__)
      388    0.000    0.000    0.001    0.000 __init__.py:109(read)
      714    0.000    0.000    0.001    0.000 nested.py:26(__set__)
     1883    0.000    0.000    0.000    0.000 _ops.py:44(__init__)
       40    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      895    0.000    0.000    0.002    0.000 typing.py:1584(<genexpr>)
     1406    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
     1039    0.000    0.000    0.001    0.000 _pytree.py:649(_get_node_type)
     1588    0.000    0.000    0.000    0.000 base.py:53(_convert)
      377    0.000    0.000    0.020    0.000 dataclasses.py:661(_cmp_fn)
        9    0.000    0.000    0.004    0.000 core.py:1(<module>)
    64/34    0.000    0.000    1.010    0.030 _ops.py:288(fallthrough)
      128    0.000    0.000    0.000    0.000 utils.py:84(is_functional)
     1176    0.000    0.000    0.000    0.000 {built-in method torch._C._add_docstr}
 1331/307    0.000    0.000    0.002    0.000 pprint.py:466(format)
        8    0.000    0.000    0.205    0.026 config.py:1(<module>)
      311    0.000    0.000    0.003    0.000 pathlib.py:437(__str__)
      756    0.000    0.000    0.001    0.000 inspect.py:1465(repl)
     1858    0.000    0.000    0.000    0.000 _parser.py:172(__setitem__)
     1866    0.000    0.000    0.000    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
     1496    0.000    0.000    0.000    0.000 utils.py:318(validate_uid)
      219    0.000    0.000    0.000    0.000 utils.py:120(is_tensor_like_type)
        3    0.000    0.000    0.001    0.000 functions.py:18(__init__)
      114    0.000    0.000    0.122    0.001 library.py:133(_register_fake)
     1620    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      605    0.000    0.000    0.000    0.000 __init__.py:106(_cnfmerge)
     1774    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
     2673    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
      148    0.000    0.000    0.004    0.000 __init__.py:811(read_text)
     1138    0.000    0.000    0.001    0.000 traceback.py:391(extended_frame_gen)
       16    0.000    0.000    0.002    0.000 __init__.py:707(__init__)
     2799    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
  213/206    0.000    0.000    0.001    0.000 typing.py:1420(__repr__)
      894    0.000    0.000    0.000    0.000 linecache.py:149(lazycache)
     1916    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
      150    0.000    0.000    0.003    0.000 typing.py:1560(__getitem_inner__)
       20    0.000    0.000    3.270    0.163 _jit_internal.py:898(_overload)
      9/4    0.000    0.000    0.000    0.000 _config_module.py:30(visit)
       89    0.000    0.000    0.000    0.000 utils.py:83(groupby)
      941    0.000    0.000    0.001    0.000 _pytree.py:656(_is_leaf)
        2    0.000    0.000    0.001    0.001 six.py:1(<module>)
       23    0.000    0.000    0.004    0.000 __init__.py:23(__load_extra_py_code_for_module)
     1370    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
   133/94    0.000    0.000    0.000    0.000 fake_impls.py:110(contains_tensor_types)
      945    0.000    0.000    0.002    0.000 _builtins.py:143(_get_builtin_table)
       66    0.000    0.000    0.011    0.000 appearance_mode_tracker.py:45(detect_appearance_mode)
       40    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      812    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
      246    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
      230    0.000    0.000    0.003    0.000 __init__.py:1702(_configure)
       71    0.000    0.000    0.001    0.000 typing.py:1074(_generic_class_getitem)
       57    0.000    0.000    0.002    0.000 typing.py:753(Literal)
    94/41    0.000    0.000    0.002    0.000 typing.py:1355(_make_substitution)
      428    0.000    0.000    0.000    0.000 wrappers.py:213(out_wrapper)
       70    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      243    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
     3075    0.000    0.000    0.000    0.000 config.py:199(reading_validation_mode)
      600    0.000    0.000    0.004    0.000 registration.py:297(wrapper)
      243    0.000    0.000    0.000    0.000 enum.py:383(__init__)
     1547    0.000    0.000    0.000    0.000 _ops.py:100(py_impl)
      600    0.000    0.000    0.001    0.000 registration.py:136(__init__)
      876    0.000    0.000    0.003    0.000 _parser.py:98(closegroup)
       88    0.000    0.000    0.024    0.000 _pytree.py:164(register_pytree_node)
      298    0.000    0.000    0.005    0.000 <frozen abc>:105(__new__)
       34    0.000    0.000    0.001    0.000 inspect.py:2185(_signature_strip_non_python_syntax)
      277    0.000    0.000    0.000    0.000 inspect.py:2488(_descriptor_get)
      170    0.000    0.000    0.001    0.000 base.py:123(__init__)
      946    0.000    0.000    0.000    0.000 enum.py:202(__get__)
      109    0.000    0.000    0.001    0.000 cache.py:66(func_wrapper)
       56    0.000    0.000    0.007    0.000 __init__.py:459(inner)
      451    0.000    0.000    0.000    0.000 pprint.py:102(_safe_tuple)
        1    0.000    0.000    0.002    0.002 packages.py:1(<module>)
      244    0.000    0.000    0.000    0.000 __init__.py:457(_replace)
      349    0.000    0.000    0.001    0.000 inspect.py:2146(_signature_is_builtin)
        1    0.000    0.000    0.001    0.001 _torch_docs.py:1(<module>)
      314    0.000    0.000    0.000    0.000 _parser.py:312(_class_escape)
     1935    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      146    0.000    0.000    0.001    0.000 contextlib.py:272(contextmanager)
